+====================================================================+
| HIGHEST WINNERS (52-WEEK METRIC)                                   |
+====================================================================+
| Date: 09/09/2026 | Processed entries: 485                          |
+----------+------------------------+----------+----------+----------+
| Symbol   | Company                | Price    | 52W High | Distance |
| MSCI     | MSCI                   |   551.39 |   644.77 |   14.48% |
| LIN      | Linde plc              |   468.38 |   548.20 |   14.56% |
| FOX      | Fox Corporation (Cl... |    58.24 |    68.17 |   14.57% |
| FOXA     | Fox Corporation (Cl... |    65.23 |    76.39 |   14.61% |
| ALLE     | Allegion               |   156.05 |   183.11 |   14.78% |
| NI       | NiSource               |    41.90 |    49.21 |   14.85% |
| HLT      | Hilton Worldwide       |   304.47 |   358.00 |   14.95% |
| NEE      | NextEra Energy         |    83.83 |    98.75 |   15.11% |
| MAS      | Masco                  |    70.93 |    83.64 |   15.20% |
| PEG      | Public Service Ente... |    74.24 |    87.63 |   15.28% |
| SRE      | Sempra                 |    85.47 |   101.04 |   15.41% |
| CME      | CME Group              |   278.23 |   329.16 |   15.47% |
| DHR      | Danaher Corporation    |   205.23 |   242.80 |   15.47% |
| PANW     | Palo Alto Networks     |   336.98 |   398.88 |   15.52% |
| HAL      | Halliburton            |    36.80 |    43.59 |   15.58% |
| HAS      | Hasbro                 |    90.31 |   106.98 |   15.58% |
| EMN      | Eastman Chemical Co... |    70.39 |    83.47 |   15.67% |
| CDW      | CDW                    |   144.48 |   171.55 |   15.78% |
| AXP      | American Express       |   326.10 |   387.49 |   15.84% |
| BWA      | BorgWarner             |    66.26 |    78.82 |   15.94% |
| SW       | Smurfit WestRock       |    44.26 |    52.65 |   15.94% |
| SBAC     | SBA Communications     |   188.69 |   224.46 |   15.94% |
| AES      | AES Corporation        |    14.83 |    17.65 |   15.98% |
| CSCO     | Cisco                  |   109.17 |   130.37 |   16.26% |
| EL       | Estée Lauder Compan... |   101.69 |   121.64 |   16.40% |
| MKTX     | MarketAxess            |   163.32 |   195.97 |   16.66% |
| STLD     | Steel Dynamics         |   240.31 |   288.74 |   16.77% |
| DD       | DuPont                 |   131.32 |   157.98 |   16.88% |
| PHM      | PulteGroup             |   120.07 |   144.50 |   16.91% |
| COST     | Costco                 |   910.18 |  1096.50 |   16.99% |
| SWKS     | Skyworks Solutions     |    75.38 |    90.90 |   17.07% |
| GOOG     | Alphabet Inc. (Clas... |   335.38 |   404.47 |   17.08% |
| BXP      | BXP Inc.               |    65.74 |    79.33 |   17.13% |
| BAX      | Baxter International   |    24.86 |    30.00 |   17.13% |
| BA       | Boeing                 |   210.73 |   254.35 |   17.15% |
| GOOGL    | Alphabet Inc. (Clas... |   338.36 |   408.61 |   17.19% |
| JKHY     | Jack Henry & Associ... |   159.83 |   193.39 |   17.35% |
| AON      | Aon                    |   315.79 |   382.34 |   17.41% |
| DAL      | Delta Air Lines        |    78.96 |    95.68 |   17.47% |
| COF      | Capital One            |   213.96 |   259.64 |   17.59% |
| RL       | Ralph Lauren Corpor... |   347.23 |   421.60 |   17.64% |
| PPG      | PPG Industries         |   109.72 |   133.43 |   17.77% |
| HUBB     | Hubbell Incorporated   |   464.75 |   565.50 |   17.82% |
| SPGI     | S&P Global             |   429.31 |   522.47 |   17.83% |
| UPS      | United Parcel Service  |   100.48 |   122.41 |   17.92% |
| PLTR     | Palantir Technologies  |   170.30 |   207.52 |   17.94% |
| DOV      | Dover Corporation      |   194.74 |   237.54 |   18.02% |
| WY       | Weyerhaeuser           |    22.69 |    27.75 |   18.23% |
| CBRE     | CBRE Group             |   142.26 |   174.27 |   18.37% |
| ADI      | Analog Devices         |   363.20 |   445.91 |   18.55% |
| GEV      | GE Vernova             |   971.31 |  1195.94 |   18.78% |
| TEL      | TE Connectivity        |   204.99 |   252.56 |   18.84% |
| STE      | Steris                 |   218.44 |   269.44 |   18.93% |
| PWR      | Quanta Services        |   639.05 |   788.75 |   18.98% |
| DG       | Dollar General         |   127.87 |   158.23 |   19.19% |
| EQT      | EQT Corporation        |    55.12 |    68.24 |   19.23% |
| PEP      | PepsiCo                |   138.45 |   171.48 |   19.26% |
| EXPE     | Expedia Group          |   274.55 |   342.00 |   19.72% |
| TTWO     | Take-Two Interactive   |   213.29 |   265.94 |   19.80% |
| AJG      | Arthur J. Gallagher... |   251.45 |   313.55 |   19.81% |
| MOH      | Molina Healthcare      |   196.30 |   244.89 |   19.84% |
| BKNG     | Booking Holdings       |   180.30 |   225.00 |   19.87% |
| CMCSA    | Comcast                |    26.33 |    32.86 |   19.87% |
| HON      | Honeywell              |   208.24 |   260.28 |   19.99% |
| MAR      | Marriott International |   328.79 |   410.98 |   20.00% |
| HRL      | Hormel Foods           |    21.21 |    26.60 |   20.26% |
| MU       | Micron Technology      |  1000.26 |  1255.00 |   20.30% |
| MRNA     | Moderna                |   140.33 |   176.66 |   20.56% |
| CBOE     | Cboe Global Markets    |   293.33 |   371.18 |   20.97% |
| ORLY     | O'Reilly Auto Parts    |    85.89 |   108.72 |   21.00% |
| STX      | Seagate Technology     |   904.38 |  1145.00 |   21.01% |
| MGM      | MGM Resorts            |    40.74 |    51.59 |   21.03% |
| F        | Ford Motor Company     |    14.00 |    17.78 |   21.26% |
| KMB      | Kimberly-Clark         |   102.93 |   130.83 |   21.33% |
| WMT      | Walmart                |   106.05 |   135.16 |   21.54% |
| TXT      | Textron                |    79.54 |   101.57 |   21.69% |
| TDG      | TransDigm Group        |  1145.14 |  1463.03 |   21.73% |
| VMC      | Vulcan Materials Co... |   258.30 |   331.09 |   21.98% |
| UAL      | United Airlines Hol... |   108.23 |   138.77 |   22.00% |
| RMD      | ResMed                 |   221.05 |   284.87 |   22.40% |
| META     | Meta Platforms         |   613.48 |   790.80 |   22.42% |
| TXN      | Texas Instruments      |   258.92 |   334.03 |   22.49% |
| LMT      | Lockheed Martin        |   536.15 |   692.00 |   22.52% |
| PCG      | PG&E Corporation       |    14.82 |    19.16 |   22.65% |
| CARR     | Carrier Global         |    59.11 |    76.76 |   22.99% |
| FDS      | FactSet                |   289.00 |   375.50 |   23.04% |
| LYB      | LyondellBasell         |    64.59 |    83.94 |   23.05% |
| ULTA     | Ulta Beauty            |   549.23 |   714.97 |   23.18% |
| ABT      | Abbott Laboratories    |   105.52 |   137.49 |   23.25% |
| CAT      | Caterpillar Inc.       |   822.48 |  1073.46 |   23.38% |
| ALGN     | Align Technology       |   153.49 |   200.44 |   23.42% |
| TER      | Teradyne               |   372.06 |   487.91 |   23.74% |
| CMI      | Cummins                |   561.55 |   737.76 |   23.88% |
| TJX      | TJX Companies          |   128.92 |   170.00 |   24.16% |
| VICI     | Vici Properties        |    25.27 |    33.38 |   24.31% |
| DHI      | D. R. Horton           |   138.49 |   183.08 |   24.36% |
| CCI      | Crown Castle           |    75.97 |   100.50 |   24.41% |
| ROP      | Roper Technologies     |   395.65 |   524.90 |   24.62% |
| COO      | Cooper Companies (The) |    67.69 |    89.83 |   24.65% |
| TSN      | Tyson Foods            |    52.28 |    69.48 |   24.76% |
| CAG      | Conagra Brands         |    15.26 |    20.32 |   24.90% |
| MCD      | McDonald's             |   255.81 |   341.75 |   25.15% |
| KR       | Kroger                 |    57.20 |    76.58 |   25.31% |
| HWM      | Howmet Aerospace       |   231.53 |   310.00 |   25.31% |
| AVGO     | Broadcom               |   368.56 |   495.00 |   25.54% |
| IR       | Ingersoll Rand         |    75.11 |   100.96 |   25.60% |
| TMUS     | T-Mobile US            |   181.69 |   244.24 |   25.61% |
| GEHC     | GE HealthCare          |    66.78 |    89.77 |   25.62% |
| RCL      | Royal Caribbean Group  |   264.50 |   356.39 |   25.78% |
| ODFL     | Old Dominion           |   187.01 |   252.03 |   25.80% |
| OTIS     | Otis Worldwide         |    70.06 |    94.56 |   25.91% |
| TSLA     | Tesla Inc.             |   368.16 |   498.83 |   26.20% |
| LW       | Lamb Weston            |    49.40 |    67.07 |   26.35% |
| HD       | Home Depot (The)       |   313.70 |   426.75 |   26.49% |
| GIS      | General Mills          |    37.69 |    51.33 |   26.57% |
| INTC     | Intel                  |   104.47 |   142.35 |   26.61% |
| LRCX     | Lam Research           |   320.42 |   438.50 |   26.93% |
| JBL      | Jabil                  |   312.33 |   428.93 |   27.18% |
| DVA      | DaVita                 |   180.06 |   247.49 |   27.25% |
| EIX      | Edison International   |    59.33 |    81.62 |   27.31% |
| SNPS     | Synopsys               |   392.03 |   539.48 |   27.33% |
| IP       | International Paper    |    36.49 |    50.25 |   27.38% |
| CEG      | Constellation Energy   |   299.05 |   412.70 |   27.54% |
| HSY      | Hershey Company (The)  |   173.27 |   239.48 |   27.65% |
| DPZ      | Domino's               |   335.41 |   464.23 |   27.75% |
| HCA      | HCA Healthcare         |   402.02 |   556.52 |   27.76% |
| MLM      | Martin Marietta Mat... |   511.98 |   710.97 |   27.99% |
| AOS      | A. O. Smith            |    58.82 |    81.87 |   28.15% |
| STZ      | Constellation Brands   |   120.98 |   168.60 |   28.24% |
| MOS      | Mosaic Company (The)   |    26.53 |    36.99 |   28.28% |
| UBER     | Uber                   |    73.13 |   101.99 |   28.30% |
| MKC      | McCormick & Company    |    51.90 |    72.41 |   28.32% |
| NVR      | NVR Inc.               |  6116.86 |  8563.79 |   28.57% |
| CHRW     | C.H. Robinson          |   150.10 |   210.33 |   28.64% |
| TPR      | Tapestry Inc.          |   117.58 |   164.80 |   28.65% |
| ERIE     | Erie Indemnity         |   243.35 |   341.71 |   28.78% |
| MPWR     | Monolithic Power Sy... |  1218.50 |  1714.09 |   28.91% |
| CLX      | Clorox                 |    91.60 |   128.90 |   28.94% |
| TAP      | Molson Coors Bevera... |    38.84 |    54.82 |   29.15% |
| BRO      | Brown & Brown          |    68.18 |    96.55 |   29.38% |
