+================================================================+
| TOP MARKET CAP COMPANIES                                       |
+================================================================+
| Date: 10/09/2026 | Processed entries: 485                      |
+--------------------+----------+--------------------------------+
| Market Cap         | Symbol   | Company                        |
|     21,481,289,728 | OMC      | Omnicom Group                  |
|     21,376,552,960 | CMS      | CMS Energy                     |
|     21,236,817,920 | DOW      | Dow Inc.                       |
|     21,234,579,456 | FICO     | Fair Isaac                     |
|     20,971,298,816 | STE      | Steris                         |
|     20,901,308,416 | CF       | CF Industries                  |
|     20,839,178,240 | LYB      | LyondellBasell                 |
|     20,761,270,272 | STZ      | Constellation Brands           |
|     20,250,261,504 | PKG      | Packaging Corporation of Am... |
|     19,996,395,520 | RL       | Ralph Lauren Corporation       |
|     19,983,267,840 | NI       | NiSource                       |
|     19,940,970,496 | AMCR     | Amcor                          |
|     19,829,407,744 | GIS      | General Mills                  |
|     19,810,893,824 | SBAC     | SBA Communications             |
|     19,748,036,608 | EFX      | Equifax                        |
|     19,632,924,672 | FIS      | Fidelity National Informati... |
|     19,522,850,816 | SNA      | Snap-on                        |
|     19,454,691,328 | LEN      | Lennar                         |
|     19,167,066,112 | BR       | Broadridge Financial Solutions |
|     18,951,749,632 | VTRS     | Viatris                        |
|     18,922,573,824 | LUV      | Southwest Airlines             |
|     18,913,116,160 | ESS      | Essex Property Trust           |
|     18,726,666,240 | EVRG     | Evergy                         |
|     18,644,154,368 | GPC      | Genuine Parts Company          |
|     18,462,328,832 | BBY      | Best Buy                       |
|     18,344,300,544 | IP       | International Paper            |
|     18,202,210,304 | TSN      | Tyson Foods                    |
|     18,045,693,952 | ZBH      | Zimmer Biomet                  |
|     18,045,358,080 | CHTR     | Charter Communications         |
|     17,813,950,464 | GEN      | Gen Digital                    |
|     17,798,729,728 | CDW      | CDW                            |
|     17,748,678,656 | NWS      | News Corp (Class B)            |
|     17,715,363,840 | TSCO     | Tractor Supply                 |
|     17,595,060,224 | LNT      | Alliant Energy                 |
|     17,580,271,616 | CHRW     | C.H. Robinson                  |
|     17,486,260,224 | NDSN     | Nordson Corporation            |
|     17,335,582,720 | BEN      | Franklin Resources             |
|     17,274,697,728 | DD       | DuPont                         |
|     16,855,572,480 | FTV      | Fortive                        |
|     16,643,763,200 | INVH     | Invitation Homes               |
|     16,618,763,264 | ROL      | Rollins Inc.                   |
|     16,594,349,056 | IEX      | IDEX Corporation               |
|     16,590,222,336 | J        | Jacobs Solutions               |
|     16,570,535,936 | NVR      | NVR Inc.                       |
|     16,314,134,528 | ZBRA     | Zebra Technologies             |
|     16,281,425,920 | WY       | Weyerhaeuser                   |
|     16,080,571,392 | LDOS     | Leidos                         |
|     15,958,966,272 | BALL     | Ball Corporation               |
|     15,916,614,656 | AKAM     | Akamai Technologies            |
|     15,886,892,032 | NWSA     | News Corp (Class A)            |
|     15,810,505,728 | KIM      | Kimco Realty                   |
|     15,709,762,560 | APA      | APA Corporation                |
|     15,325,242,368 | SOLV     | Solventum                      |
|     15,311,771,648 | HST      | Host Hotels & Resorts          |
|     15,165,504,512 | MAA      | Mid-America Apartment Commu... |
|     14,858,016,768 | ALB      | Albemarle Corporation          |
|     14,455,434,240 | DOC      | Healthpeak Properties          |
|     14,167,728,128 | IVZ      | Invesco                        |
|     14,105,142,272 | EG       | Everest Group                  |
|     14,085,470,208 | REG      | Regency Centers                |
|     14,033,524,736 | TYL      | Tyler Technologies             |
|     13,985,372,160 | PTC      | PTC Inc.                       |
|     13,845,206,016 | SWK      | Stanley Black & Decker         |
|     13,840,478,208 | MKC      | McCormick & Company            |
|     13,832,357,888 | AIZ      | Assurant                       |
|     13,819,975,680 | RVTY     | Revvity                        |
|     13,740,034,048 | TXT      | Textron                        |
|     13,680,863,232 | MAS      | Masco                          |
|     13,407,486,976 | CRL      | Charles River Laboratories     |
|     13,384,522,752 | TRMB     | Trimble Inc.                   |
|     13,291,267,072 | BWA      | BorgWarner                     |
|     13,172,366,336 | SJM      | J.M. Smucker Company (The)     |
|     13,050,573,824 | GL       | Globe Life                     |
|     13,004,694,528 | UDR      | UDR Inc.                       |
|     12,902,630,400 | ALLE     | Allegion                       |
|     12,868,068,352 | AVY      | Avery Dennison                 |
|     12,749,838,336 | ERIE     | Erie Indemnity                 |
|     12,609,531,904 | BAX      | Baxter International           |
|     12,548,725,760 | HAS      | Hasbro                         |
|     12,380,544,000 | COO      | Cooper Companies (The)         |
|     12,048,918,528 | CPT      | Camden Property Trust          |
|     11,985,744,896 | CSGP     | CoStar Group                   |
|     11,854,225,408 | GDDY     | GoDaddy                        |
|     11,777,946,624 | PNW      | Pinnacle West                  |
|     11,676,038,144 | DVA      | DaVita                         |
|     11,628,609,536 | BXP      | BXP Inc.                       |
|     11,540,855,808 | HRL      | Hormel Foods                   |
|     11,517,187,072 | SWKS     | Skyworks Solutions             |
|     11,330,117,632 | TECH     | Bio-Techne                     |
|     11,111,445,504 | JKHY     | Jack Henry & Associates        |
