+====================================================================+
| HIGHEST WINNERS (52-WEEK METRIC)                                   |
+====================================================================+
| Date: 10/09/2026 | Processed entries: 485                          |
+----------+------------------------+----------+----------+----------+
| Symbol   | Company                | Price    | 52W High | Distance |
| MLM      | Martin Marietta Mat... |   502.99 |   710.97 |   29.25% |
| COO      | Cooper Companies (The) |    63.48 |    89.83 |   29.33% |
| AOS      | A. O. Smith            |    57.83 |    81.87 |   29.36% |
| EIX      | Edison International   |    57.44 |    81.62 |   29.63% |
| MPWR     | Monolithic Power Sy... |  1203.75 |  1714.09 |   29.77% |
| TAP      | Molson Coors Bevera... |    38.48 |    54.82 |   29.81% |
| LUV      | Southwest Airlines     |    38.68 |    55.11 |   29.81% |
| SYK      | Stryker Corporation    |   275.39 |   392.95 |   29.92% |
| DPZ      | Domino's               |   321.46 |   458.90 |   29.95% |
| XYL      | Xylem Inc.             |   107.64 |   154.27 |   30.23% |
| UBER     | Uber                   |    71.08 |   101.99 |   30.31% |
| CLX      | Clorox                 |    89.62 |   128.90 |   30.47% |
| TPR      | Tapestry Inc.          |   113.71 |   164.80 |   31.00% |
| MCHP     | Microchip Technology   |    73.01 |   105.91 |   31.06% |
| IP       | International Paper    |    34.64 |    50.25 |   31.06% |
| BRO      | Brown & Brown          |    66.53 |    96.55 |   31.09% |
| DOW      | Dow Inc.               |    29.40 |    42.74 |   31.21% |
| VST      | Vistra Corp.           |   151.10 |   219.82 |   31.26% |
| ADBE     | Adobe Inc.             |   254.86 |   370.86 |   31.28% |
| KKR      | KKR                    |   104.09 |   152.10 |   31.56% |
| CDNS     | Cadence Design Systems |   284.60 |   416.69 |   31.70% |
| TRMB     | Trimble Inc.           |    57.40 |    84.42 |   32.01% |
| BX       | Blackstone Inc.        |   129.07 |   190.09 |   32.10% |
| QCOM     | Qualcomm               |   176.40 |   259.92 |   32.13% |
| LOW      | Lowe's                 |   198.60 |   293.06 |   32.23% |
| NOW      | ServiceNow             |   131.11 |   194.73 |   32.67% |
| WYNN     | Wynn Resorts           |    90.23 |   134.72 |   33.02% |
| AKAM     | Akamai Technologies    |   110.75 |   165.45 |   33.06% |
| IDXX     | Idexx Laboratories     |   515.15 |   769.98 |   33.10% |
| CTSH     | Cognizant              |    58.20 |    87.03 |   33.13% |
| CCL      | Carnival               |    22.70 |    34.03 |   33.29% |
| NOC      | Northrop Grumman       |   515.57 |   774.00 |   33.39% |
| VRSK     | Verisk Analytics       |   177.99 |   268.19 |   33.63% |
| SMCI     | Supermicro             |    38.93 |    58.78 |   33.77% |
| LHX      | L3Harris               |   250.41 |   379.23 |   33.97% |
| PYPL     | PayPal                 |    52.17 |    79.22 |   34.14% |
| BR       | Broadridge Financia... |   168.10 |   255.74 |   34.27% |
| NXPI     | NXP Semiconductors     |   223.32 |   339.95 |   34.31% |
| DECK     | Deckers Brands         |    80.23 |   122.29 |   34.39% |
| CPRT     | Copart                 |    32.03 |    49.05 |   34.70% |
| LKQ      | LKQ Corporation        |    24.19 |    37.13 |   34.85% |
| CPB      | Campbell Soup Company  |    21.88 |    34.17 |   35.97% |
| IT       | Gartner                |   169.69 |   265.85 |   36.17% |
| AMAT     | Applied Materials      |   468.85 |   739.67 |   36.61% |
| FSLR     | First Solar            |   203.10 |   320.95 |   36.72% |
| ADSK     | Autodesk               |   206.62 |   326.71 |   36.76% |
| GNRC     | Generac                |   186.48 |   296.44 |   37.09% |
| CE       | Celanese               |    44.45 |    70.70 |   37.13% |
| LDOS     | Leidos                 |   128.14 |   205.77 |   37.73% |
| GDDY     | GoDaddy                |    93.60 |   150.47 |   37.79% |
| GLW      | Corning Inc.           |   168.46 |   271.78 |   38.02% |
| AXON     | Axon Enterprise        |   490.00 |   792.16 |   38.14% |
| EFX      | Equifax                |   168.09 |   271.84 |   38.17% |
| PTC      | PTC Inc.               |   128.89 |   208.56 |   38.20% |
| LVS      | Las Vegas Sands        |    43.33 |    70.45 |   38.50% |
| TYL      | Tyler Technologies     |   342.68 |   558.49 |   38.64% |
| HII      | Huntington Ingalls ... |   280.85 |   460.00 |   38.95% |
| NRG      | NRG Energy             |   115.37 |   189.96 |   39.27% |
| ACN      | Accenture              |   175.80 |   291.09 |   39.61% |
| WDC      | Western Digital        |   482.28 |   799.87 |   39.71% |
| NFLX     | Netflix                |    76.03 |   126.70 |   39.99% |
| KLAC     | KLA Corporation        |   182.91 |   307.37 |   40.49% |
| ISRG     | Intuitive Surgical     |   353.24 |   603.88 |   41.50% |
| LEN      | Lennar                 |    80.76 |   140.71 |   42.61% |
| ARE      | Alexandria Real Est... |    50.34 |    88.24 |   42.95% |
| ALB      | Albemarle Corporation  |   125.91 |   221.00 |   43.03% |
| TSCO     | Tractor Supply         |    34.00 |    60.86 |   44.13% |
| FIS      | Fidelity National I... |    38.07 |    69.14 |   44.94% |
| NCLH     | Norwegian Cruise Li... |    14.85 |    27.18 |   45.36% |
| POOL     | Pool Corporation       |   177.92 |   336.15 |   47.07% |
| ON       | ON Semiconductor       |    70.98 |   134.92 |   47.39% |
| ROL      | Rollins Inc.           |    34.54 |    66.14 |   47.78% |
| EPAM     | EPAM Systems           |   114.68 |   222.53 |   48.47% |
| AMTM     | Amentum                |    19.31 |    38.11 |   49.33% |
| PNR      | Pentair                |    57.52 |   113.95 |   49.52% |
| APTV     | Aptiv                  |    44.51 |    88.93 |   49.95% |
| ENPH     | Enphase Energy         |    36.72 |    73.74 |   50.20% |
| FICO     | Fair Isaac             |   983.19 |  1998.01 |   50.79% |
| NKE      | Nike Inc.              |    37.35 |    76.97 |   51.47% |
| ZTS      | Zoetis                 |    73.31 |   152.00 |   51.77% |
| CHTR     | Charter Communications |   133.89 |   285.82 |   53.16% |
| ORCL     | Oracle Corporation     |   161.63 |   345.72 |   53.25% |
| INTU     | Intuit                 |   313.94 |   705.08 |   55.47% |
| LULU     | Lululemon Athletica    |    99.72 |   225.98 |   55.87% |
| BSX      | Boston Scientific      |    44.96 |   108.07 |   58.40% |
| BLDR     | Builders FirstSource   |    61.39 |   148.91 |   58.77% |
| PODD     | Insulet Corporation    |   137.92 |   354.88 |   61.14% |
| CSGP     | CoStar Group           |    29.58 |    90.72 |   67.39% |
| FMC      | FMC Corporation        |    12.29 |    38.68 |   68.23% |
| PARA     | Paramount Global       |     1.06 |    79.60 |   98.67% |
+----------+------------------------+----------+----------+----------+
