+====================================================================+
| HIGHEST WINNERS (52-WEEK METRIC)                                   |
+====================================================================+
| Date: 07/09/2026 | Processed entries: 485                          |
+----------+------------------------+----------+----------+----------+
| Symbol   | Company                | Price    | 52W High | Distance |
| PHM      | PulteGroup             |   124.45 |   144.50 |   13.88% |
| BAX      | Baxter International   |    25.83 |    30.00 |   13.90% |
| UNH      | UnitedHealth Group     |   397.14 |   461.62 |   13.97% |
| ETN      | Eaton Corporation      |   410.85 |   478.00 |   14.05% |
| ALLE     | Allegion               |   157.12 |   183.11 |   14.19% |
| HST      | Host Hotels & Resorts  |    22.05 |    25.71 |   14.24% |
| BKNG     | Booking Holdings       |   193.29 |   225.54 |   14.30% |
| FOX      | Fox Corporation (Cl... |    58.42 |    68.17 |   14.31% |
| BWA      | BorgWarner             |    67.54 |    78.82 |   14.31% |
| JKHY     | Jack Henry & Associ... |   165.64 |   193.39 |   14.35% |
| URI      | United Rentals         |  1009.86 |  1179.18 |   14.36% |
| FOXA     | Fox Corporation (Cl... |    65.42 |    76.39 |   14.36% |
| DHR      | Danaher Corporation    |   207.66 |   242.80 |   14.47% |
| CME      | CME Group              |   281.29 |   329.16 |   14.54% |
| EL       | Estée Lauder Compan... |   103.86 |   121.64 |   14.62% |
| BXP      | BXP Inc.               |    67.69 |    79.33 |   14.67% |
| EMN      | Eastman Chemical Co... |    71.19 |    83.47 |   14.71% |
| CMS      | CMS Energy             |    68.46 |    80.36 |   14.81% |
| HAL      | Halliburton            |    37.07 |    43.59 |   14.96% |
| SPGI     | S&P Global             |   443.51 |   522.47 |   15.11% |
| CBRE     | CBRE Group             |   147.85 |   174.27 |   15.16% |
| COF      | Capital One            |   219.60 |   259.64 |   15.42% |
| AON      | Aon                    |   323.09 |   382.34 |   15.50% |
| NEE      | NextEra Energy         |    83.43 |    98.75 |   15.51% |
| SBAC     | SBA Communications     |   189.44 |   224.46 |   15.60% |
| PPG      | PPG Industries         |   112.53 |   133.43 |   15.66% |
| DG       | Dollar General         |   133.21 |   158.23 |   15.81% |
| AXP      | American Express       |   326.16 |   387.49 |   15.83% |
| NI       | NiSource               |    41.39 |    49.21 |   15.89% |
| PEG      | Public Service Ente... |    73.70 |    87.63 |   15.90% |
| PLTR     | Palantir Technologies  |   174.33 |   207.52 |   15.99% |
| STLD     | Steel Dynamics         |   242.06 |   288.74 |   16.17% |
| AES      | AES Corporation        |    14.79 |    17.65 |   16.20% |
| DAL      | Delta Air Lines        |    80.17 |    95.68 |   16.21% |
| AJG      | Arthur J. Gallagher... |   262.69 |   313.55 |   16.22% |
| CSCO     | Cisco                  |   109.20 |   130.37 |   16.24% |
| HWM      | Howmet Aerospace       |   259.27 |   310.00 |   16.36% |
| UPS      | United Parcel Service  |   102.29 |   122.41 |   16.44% |
| PANW     | Palo Alto Networks     |   333.26 |   398.88 |   16.45% |
| COST     | Costco                 |   915.74 |  1096.50 |   16.49% |
| BA       | Boeing                 |   212.25 |   254.35 |   16.55% |
| MKTX     | MarketAxess            |   163.38 |   195.97 |   16.63% |
| STE      | Steris                 |   224.59 |   269.44 |   16.65% |
| RL       | Ralph Lauren Corpor... |   351.20 |   421.60 |   16.70% |
| DD       | DuPont                 |   131.59 |   157.98 |   16.70% |
| SRE      | Sempra                 |    84.04 |   101.04 |   16.83% |
| WY       | Weyerhaeuser           |    23.02 |    27.75 |   17.05% |
| GOOG     | Alphabet Inc. (Clas... |   335.31 |   404.47 |   17.10% |
| GOOGL    | Alphabet Inc. (Clas... |   338.46 |   408.61 |   17.17% |
| TEL      | TE Connectivity        |   208.65 |   252.56 |   17.39% |
| MRNA     | Moderna                |   145.55 |   176.66 |   17.61% |
| F        | Ford Motor Company     |    14.62 |    17.78 |   17.77% |
| MOH      | Molina Healthcare      |   200.80 |   244.89 |   18.00% |
| MAR      | Marriott International |   336.51 |   410.98 |   18.12% |
| AMD      | Advanced Micro Devices |   477.57 |   584.73 |   18.33% |
| HUBB     | Hubbell Incorporated   |   460.72 |   565.50 |   18.53% |
| SWKS     | Skyworks Solutions     |    74.02 |    90.90 |   18.57% |
| ADI      | Analog Devices         |   362.25 |   445.91 |   18.76% |
| DOV      | Dover Corporation      |   192.88 |   237.54 |   18.80% |
| MU       | Micron Technology      |  1016.59 |  1255.00 |   19.00% |
| HRL      | Hormel Foods           |    21.54 |    26.60 |   19.02% |
| HPE      | Hewlett Packard Ent... |    52.00 |    64.25 |   19.07% |
| EQT      | EQT Corporation        |    55.17 |    68.24 |   19.15% |
| ORLY     | O'Reilly Auto Parts    |    87.89 |   108.72 |   19.16% |
| TTWO     | Take-Two Interactive   |   214.69 |   265.94 |   19.27% |
| CMCSA    | Comcast                |    26.49 |    32.86 |   19.39% |
| HON      | Honeywell              |   209.61 |   260.28 |   19.47% |
| CBOE     | Cboe Global Markets    |   298.38 |   371.18 |   19.61% |
| UAL      | United Airlines Hol... |   111.38 |   138.77 |   19.74% |
| PEP      | PepsiCo                |   137.63 |   171.48 |   19.74% |
| RMD      | ResMed                 |   228.35 |   284.87 |   19.84% |
| FDS      | FactSet                |   301.96 |   377.07 |   19.92% |
| MGM      | MGM Resorts            |    41.22 |    51.59 |   20.10% |
| KMB      | Kimberly-Clark         |   104.96 |   131.53 |   20.20% |
| TDG      | TransDigm Group        |  1162.05 |  1463.03 |   20.57% |
| VMC      | Vulcan Materials Co... |   262.63 |   331.09 |   20.68% |
| WMT      | Walmart                |   107.14 |   135.16 |   20.73% |
| PWR      | Quanta Services        |   624.41 |   788.75 |   20.84% |
| ALGN     | Align Technology       |   158.63 |   200.44 |   20.86% |
| ULTA     | Ulta Beauty            |   564.12 |   714.97 |   21.10% |
| ABT      | Abbott Laboratories    |   108.33 |   137.49 |   21.21% |
| GEV      | GE Vernova             |   941.95 |  1195.94 |   21.24% |
| META     | Meta Platforms         |   616.77 |   790.80 |   22.01% |
| TXT      | Textron                |    79.07 |   101.57 |   22.15% |
| CARR     | Carrier Global         |    59.71 |    76.76 |   22.21% |
| TJX      | TJX Companies          |   132.08 |   170.00 |   22.31% |
| ROP      | Roper Technologies     |   407.28 |   524.90 |   22.41% |
| COO      | Cooper Companies (The) |    69.59 |    89.83 |   22.53% |
| TXN      | Texas Instruments      |   258.44 |   334.03 |   22.63% |
| DHI      | D. R. Horton           |   142.75 |   184.55 |   22.65% |
| GEHC     | GE HealthCare          |    68.86 |    89.77 |   23.29% |
| SYK      | Stryker Corporation    |   303.13 |   395.90 |   23.43% |
| KR       | Kroger                 |    58.59 |    76.58 |   23.49% |
| CAG      | Conagra Brands         |    15.48 |    20.32 |   23.82% |
| STZ      | Constellation Brands   |   128.18 |   168.60 |   23.97% |
| CMI      | Cummins                |   560.75 |   737.76 |   23.99% |
| LMT      | Lockheed Martin        |   525.28 |   692.00 |   24.09% |
| CAT      | Caterpillar Inc.       |   813.94 |  1073.46 |   24.18% |
| LYB      | LyondellBasell         |    63.52 |    83.94 |   24.33% |
| IR       | Ingersoll Rand         |    76.36 |   100.96 |   24.37% |
| VICI     | Vici Properties        |    25.42 |    33.65 |   24.46% |
| CCI      | Crown Castle           |    75.83 |   100.50 |   24.55% |
| OTIS     | Otis Worldwide         |    71.21 |    94.56 |   24.70% |
| HD       | Home Depot (The)       |   321.05 |   426.75 |   24.77% |
| MCD      | McDonald's             |   255.69 |   341.75 |   25.18% |
| PCG      | PG&E Corporation       |    14.30 |    19.16 |   25.37% |
| GIS      | General Mills          |    38.29 |    51.33 |   25.40% |
| LW       | Lamb Weston            |    49.87 |    67.07 |   25.64% |
| DVA      | DaVita                 |   183.99 |   247.49 |   25.66% |
| UBER     | Uber                   |    75.76 |   101.99 |   25.72% |
| STX      | Seagate Technology     |   849.28 |  1145.00 |   25.83% |
| TPR      | Tapestry Inc.          |   122.14 |   164.80 |   25.89% |
| IP       | International Paper    |    37.24 |    50.25 |   25.89% |
| TSN      | Tyson Foods            |    51.42 |    69.48 |   25.99% |
| ERIE     | Erie Indemnity         |   252.80 |   341.71 |   26.02% |
| BRO      | Brown & Brown          |    71.42 |    96.55 |   26.03% |
| TAP      | Molson Coors Bevera... |    40.50 |    54.82 |   26.12% |
| AOS      | A. O. Smith            |    60.48 |    81.87 |   26.13% |
| ODFL     | Old Dominion           |   185.87 |   252.03 |   26.25% |
| RCL      | Royal Caribbean Group  |   265.19 |   360.09 |   26.35% |
| NVR      | NVR Inc.               |  6298.85 |  8563.79 |   26.45% |
| TMUS     | T-Mobile US            |   181.52 |   247.25 |   26.58% |
| TER      | Teradyne               |   357.03 |   487.91 |   26.82% |
| DPZ      | Domino's               |   341.08 |   467.22 |   27.00% |
| HCA      | HCA Healthcare         |   405.00 |   556.52 |   27.23% |
| NOW      | ServiceNow             |   141.26 |   194.73 |   27.46% |
| CEG      | Constellation Energy   |   298.96 |   412.70 |   27.56% |
| JBL      | Jabil                  |   310.57 |   428.93 |   27.59% |
| MLM      | Martin Marietta Mat... |   514.77 |   710.97 |   27.60% |
| HSY      | Hershey Company (The)  |   173.15 |   239.48 |   27.70% |
| AVGO     | Broadcom               |   357.89 |   495.00 |   27.70% |
| CLX      | Clorox                 |    93.06 |   128.90 |   27.80% |
| MKC      | McCormick & Company    |    52.08 |    72.41 |   28.08% |
| LUV      | Southwest Airlines     |    39.62 |    55.11 |   28.11% |
| ADBE     | Adobe Inc.             |   266.51 |   370.86 |   28.14% |
| BX       | Blackstone Inc.        |   136.15 |   190.09 |   28.38% |
| CTSH     | Cognizant              |    62.31 |    87.03 |   28.40% |
| MPWR     | Monolithic Power Sy... |  1223.86 |  1714.09 |   28.60% |
| TSLA     | Tesla Inc.             |   354.08 |   498.83 |   29.02% |
