+====================================================================+
| HIGHEST WINNERS (52-WEEK METRIC)                                   |
+====================================================================+
| Date: 11/09/2026 | Processed entries: 485                          |
+----------+------------------------+----------+----------+----------+
| Symbol   | Company                | Price    | 52W High | Distance |
| DOW      | Dow Inc.               |    29.64 |    42.74 |   30.65% |
| CEG      | Constellation Energy   |   285.97 |   412.70 |   30.71% |
| AOS      | A. O. Smith            |    56.71 |    81.87 |   30.73% |
| DPZ      | Domino's               |   317.30 |   458.29 |   30.76% |
| MPWR     | Monolithic Power Sy... |  1186.08 |  1714.09 |   30.80% |
| XYL      | Xylem Inc.             |   106.55 |   154.27 |   30.93% |
| CLX      | Clorox                 |    88.77 |   128.90 |   31.13% |
| SYK      | Stryker Corporation    |   270.01 |   392.55 |   31.22% |
| BRO      | Brown & Brown          |    66.33 |    96.55 |   31.30% |
| MOS      | Mosaic Company (The)   |    25.40 |    36.99 |   31.33% |
| CDNS     | Cadence Design Systems |   284.95 |   416.69 |   31.62% |
| IP       | International Paper    |    34.29 |    50.25 |   31.76% |
| QCOM     | Qualcomm               |   176.88 |   259.92 |   31.95% |
| LRCX     | Lam Research           |   298.01 |   438.50 |   32.04% |
| MCHP     | Microchip Technology   |    71.58 |   105.91 |   32.41% |
| NOW      | ServiceNow             |   131.17 |   194.73 |   32.64% |
| TRMB     | Trimble Inc.           |    56.84 |    84.42 |   32.67% |
| PYPL     | PayPal                 |    53.31 |    79.22 |   32.70% |
| ADBE     | Adobe Inc.             |   248.83 |   370.86 |   32.90% |
| LOW      | Lowe's                 |   196.59 |   293.06 |   32.92% |
| NOC      | Northrop Grumman       |   518.95 |   774.00 |   32.95% |
| CTSH     | Cognizant              |    58.32 |    87.03 |   32.99% |
| VST      | Vistra Corp.           |   147.05 |   219.82 |   33.10% |
| NXPI     | NXP Semiconductors     |   226.47 |   339.95 |   33.38% |
| KKR      | KKR                    |   100.87 |   152.10 |   33.68% |
| CCL      | Carnival               |    22.47 |    34.03 |   33.97% |
| BX       | Blackstone Inc.        |   125.41 |   190.09 |   34.03% |
| VRSK     | Verisk Analytics       |   175.86 |   267.07 |   34.15% |
| BR       | Broadridge Financia... |   168.24 |   255.74 |   34.21% |
| IDXX     | Idexx Laboratories     |   506.53 |   769.98 |   34.22% |
| WYNN     | Wynn Resorts           |    88.42 |   134.72 |   34.37% |
| LHX      | L3Harris               |   248.37 |   379.23 |   34.51% |
| DECK     | Deckers Brands         |    79.88 |   122.29 |   34.68% |
| ADSK     | Autodesk               |   211.61 |   326.71 |   35.23% |
| AKAM     | Akamai Technologies    |   107.13 |   165.45 |   35.25% |
| CE       | Celanese               |    45.72 |    70.70 |   35.33% |
| FSLR     | First Solar            |   207.17 |   320.95 |   35.45% |
| GDDY     | GoDaddy                |    96.37 |   149.35 |   35.47% |
| IT       | Gartner                |   170.62 |   265.85 |   35.82% |
| LKQ      | LKQ Corporation        |    23.63 |    37.13 |   36.36% |
| SMCI     | Supermicro             |    37.38 |    58.78 |   36.41% |
| LDOS     | Leidos                 |   129.55 |   205.77 |   37.04% |
| CPRT     | Copart                 |    30.75 |    49.05 |   37.31% |
| EFX      | Equifax                |   168.04 |   271.84 |   38.18% |
| PTC      | PTC Inc.               |   128.72 |   208.56 |   38.28% |
| AMAT     | Applied Materials      |   454.01 |   739.67 |   38.62% |
| GNRC     | Generac                |   181.67 |   296.44 |   38.72% |
| CPB      | Campbell Soup Company  |    20.94 |    34.17 |   38.72% |
| HII      | Huntington Ingalls ... |   281.67 |   460.00 |   38.77% |
| ACN      | Accenture              |   177.91 |   291.09 |   38.88% |
| NFLX     | Netflix                |    76.01 |   125.34 |   39.36% |
| LVS      | Las Vegas Sands        |    42.60 |    70.45 |   39.53% |
| AXON     | Axon Enterprise        |   478.85 |   792.16 |   39.55% |
| TYL      | Tyler Technologies     |   335.48 |   555.52 |   39.61% |
| COO      | Cooper Companies (The) |    54.17 |    89.83 |   39.70% |
| GLW      | Corning Inc.           |   163.12 |   271.78 |   39.98% |
| ISRG     | Intuitive Surgical     |   360.46 |   603.88 |   40.31% |
| NRG      | NRG Energy             |   111.65 |   189.96 |   41.22% |
| KLAC     | KLA Corporation        |   177.18 |   307.37 |   42.36% |
| WDC      | Western Digital        |   460.93 |   799.87 |   42.37% |
| ARE      | Alexandria Real Est... |    49.56 |    88.24 |   43.83% |
| FIS      | Fidelity National I... |    38.52 |    69.14 |   44.29% |
| LEN      | Lennar                 |    77.90 |   140.71 |   44.64% |
| ALB      | Albemarle Corporation  |   122.11 |   221.00 |   44.75% |
| TSCO     | Tractor Supply         |    33.52 |    60.86 |   44.92% |
| NCLH     | Norwegian Cruise Li... |    14.57 |    27.18 |   46.39% |
| POOL     | Pool Corporation       |   175.76 |   336.15 |   47.71% |
| ROL      | Rollins Inc.           |    34.56 |    66.14 |   47.75% |
| ON       | ON Semiconductor       |    70.17 |   134.92 |   47.99% |
| EPAM     | EPAM Systems           |   114.52 |   222.53 |   48.54% |
| APTV     | Aptiv                  |    45.69 |    88.93 |   48.62% |
| AMTM     | Amentum                |    19.56 |    38.11 |   48.67% |
| ENPH     | Enphase Energy         |    36.86 |    73.74 |   50.01% |
| PNR      | Pentair                |    56.73 |   113.95 |   50.22% |
| CHTR     | Charter Communications |   140.56 |   285.82 |   50.82% |
| FICO     | Fair Isaac             |   960.67 |  1998.01 |   51.92% |
| ZTS      | Zoetis                 |    72.86 |   152.00 |   52.07% |
| NKE      | Nike Inc.              |    36.62 |    76.97 |   52.42% |
| ORCL     | Oracle Corporation     |   152.94 |   331.00 |   53.79% |
| INTU     | Intuit                 |   312.77 |   705.08 |   55.64% |
| LULU     | Lululemon Athletica    |    96.88 |   225.98 |   57.13% |
| BSX      | Boston Scientific      |    43.10 |   105.72 |   59.23% |
| BLDR     | Builders FirstSource   |    58.97 |   148.91 |   60.40% |
| PODD     | Insulet Corporation    |   134.68 |   354.88 |   62.05% |
| CSGP     | CoStar Group           |    29.49 |    90.72 |   67.49% |
| FMC      | FMC Corporation        |    12.08 |    38.68 |   68.77% |
| PARA     | Paramount Global       |     0.98 |    79.60 |   98.77% |
+----------+------------------------+----------+----------+----------+
