+================================================================+
| TOP MARKET CAP COMPANIES                                       |
+================================================================+
| Date: 11/09/2026 | Processed entries: 485                      |
+--------------------+----------+--------------------------------+
| Market Cap         | Symbol   | Company                        |
|     15,848,984,576 | WY       | Weyerhaeuser                   |
|     15,813,379,072 | BALL     | Ball Corporation               |
|     15,763,487,744 | NWSA     | News Corp (Class A)            |
|     15,622,684,672 | KIM      | Kimco Realty                   |
|     15,601,153,024 | APA      | APA Corporation                |
|     15,396,360,192 | AKAM     | Akamai Technologies            |
|     15,381,243,904 | HST      | Host Hotels & Resorts          |
|     14,920,110,080 | SOLV     | Solventum                      |
|     14,808,612,864 | MAA      | Mid-America Apartment Commu... |
|     14,441,255,936 | DOC      | Healthpeak Properties          |
|     14,409,597,952 | ALB      | Albemarle Corporation          |
|     14,226,305,024 | EG       | Everest Group                  |
|     14,097,087,488 | IVZ      | Invesco                        |
|     14,079,861,760 | REG      | Regency Centers                |
|     13,966,383,104 | PTC      | PTC Inc.                       |
|     13,858,499,584 | AIZ      | Assurant                       |
|     13,738,669,056 | TYL      | Tyler Technologies             |
|     13,738,313,728 | MKC      | McCormick & Company            |
|     13,621,362,688 | TXT      | Textron                        |
|     13,495,259,136 | RVTY     | Revvity                        |
|     13,475,215,360 | SWK      | Stanley Black & Decker         |
|     13,378,843,648 | BWA      | BorgWarner                     |
|     13,337,757,696 | MAS      | Masco                          |
|     13,253,942,272 | TRMB     | Trimble Inc.                   |
|     13,149,790,208 | CRL      | Charles River Laboratories     |
|     13,125,885,952 | GL       | Globe Life                     |
|     12,933,083,136 | SJM      | J.M. Smucker Company (The)     |
|     12,909,178,880 | UDR      | UDR Inc.                       |
|     12,863,514,624 | ALLE     | Allegion                       |
|     12,790,765,568 | AVY      | Avery Dennison                 |
|     12,716,569,600 | HAS      | Hasbro                         |
|     12,644,228,096 | SWKS     | Skyworks Solutions             |
|     12,570,483,712 | ERIE     | Erie Indemnity                 |
|     12,500,963,328 | BAX      | Baxter International           |
|     12,205,039,616 | GDDY     | GoDaddy                        |
|     11,949,277,184 | CSGP     | CoStar Group                   |
|     11,862,589,440 | CPT      | Camden Property Trust          |
|     11,706,440,704 | PNW      | Pinnacle West                  |
|     11,568,854,016 | DVA      | DaVita                         |
|     11,525,510,144 | BXP      | BXP Inc.                       |
|     11,469,309,952 | HRL      | Hormel Foods                   |
|     11,317,576,704 | JKHY     | Jack Henry & Associates        |
|     11,303,458,816 | TECH     | Bio-Techne                     |
|     11,099,094,016 | HII      | Huntington Ingalls Industries  |
|     10,878,205,952 | DECK     | Deckers Brands                 |
|     10,774,477,824 | IT       | Gartner                        |
|     10,735,045,632 | CLX      | Clorox                         |
|     10,725,586,944 | LULU     | Lululemon Athletica            |
|     10,719,685,632 | GNRC     | Generac                        |
|     10,707,127,296 | ALGN     | Align Technology               |
|     10,564,808,704 | COO      | Cooper Companies (The)         |
|     10,558,892,032 | AES      | AES Corporation                |
|     10,496,834,560 | DPZ      | Domino's                       |
|     10,454,616,064 | MOH      | Molina Healthcare              |
|     10,420,820,992 | MGM      | MGM Resorts                    |
|     10,179,515,392 | UHS      | Universal Health Services      |
|     10,039,120,896 | FRT      | Federal Realty Investment T... |
|      9,912,582,144 | QRVO     | Qorvo                          |
|      9,755,205,632 | MTCH     | Match Group                    |
|      9,737,272,320 | PAYC     | Paycom                         |
|      9,729,284,096 | HSIC     | Henry Schein                   |
|      9,486,766,080 | APTV     | Aptiv                          |
|      9,351,247,872 | FDS      | FactSet                        |
|      9,340,622,848 | PODD     | Insulet Corporation            |
|      9,104,951,296 | WYNN     | Wynn Resorts                   |
|      9,054,107,648 | PNR      | Pentair                        |
|      8,588,460,032 | KMX      | CarMax                         |
|      8,529,042,432 | ARE      | Alexandria Real Estate Equi... |
|      8,415,787,008 | MHK      | Mohawk Industries              |
|      8,074,549,248 | MOS      | Mosaic Company (The)           |
|      7,817,654,272 | EMN      | Eastman Chemical Company       |
|      7,707,375,104 | AOS      | A. O. Smith                    |
|      7,167,288,832 | TAP      | Molson Coors Beverage Company  |
|      7,034,914,816 | CAG      | Conagra Brands                 |
|      6,690,366,464 | NCLH     | Norwegian Cruise Line Holdings |
|      6,505,702,912 | LW       | Lamb Weston                    |
|      6,387,249,664 | POOL     | Pool Corporation               |
|      6,344,963,072 | BLDR     | Builders FirstSource           |
|      6,244,439,040 | CPB      | Campbell Soup Company          |
|      6,041,998,848 | CZR      | Caesars Entertainment          |
|      5,978,439,168 | LKQ      | LKQ Corporation                |
|      5,907,740,672 | EPAM     | EPAM Systems                   |
|      5,739,608,576 | MKTX     | MarketAxess                    |
|      5,593,156,096 | TFX      | Teleflex                       |
|      5,017,721,344 | CE       | Celanese                       |
|      4,870,851,584 | ENPH     | Enphase Energy                 |
|      4,782,545,408 | AMTM     | Amentum                        |
|      1,512,740,224 | FMC      | FMC Corporation                |
|          3,479,941 | PARA     | Paramount Global               |
+--------------------+----------+--------------------------------+
