+====================================================================+
| HIGHEST WINNERS (52-WEEK METRIC)                                   |
+====================================================================+
| Date: 12/09/2026 | Processed entries: 485                          |
+----------+------------------------+----------+----------+----------+
| Symbol   | Company                | Price    | 52W High | Distance |
| SWK      | Stanley Black & Decker |    89.24 |   104.68 |   14.75% |
| EXC      | Exelon                 |    43.16 |    50.65 |   14.79% |
| COR      | Cencora                |   321.57 |   377.54 |   14.82% |
| DTE      | DTE Energy             |   132.58 |   155.75 |   14.88% |
| LIN      | Linde plc              |   466.22 |   548.20 |   14.95% |
| PPL      | PPL Corporation        |    34.08 |    40.11 |   15.03% |
| ADI      | Analog Devices         |   378.78 |   445.91 |   15.05% |
| AVY      | Avery Dennison         |   169.38 |   199.54 |   15.11% |
| MTD      | Mettler Toledo         |  1293.52 |  1525.17 |   15.19% |
| ATO      | Atmos Energy           |   163.19 |   192.51 |   15.23% |
| FTV      | Fortive                |    54.69 |    64.56 |   15.29% |
| BWA      | BorgWarner             |    66.65 |    78.82 |   15.44% |
| CMG      | Chipotle Mexican Grill |    36.20 |    42.82 |   15.46% |
| AMGN     | Amgen                  |   377.35 |   447.03 |   15.59% |
| J        | Jacobs Solutions       |   141.85 |   168.44 |   15.79% |
| NI       | NiSource               |    41.41 |    49.21 |   15.85% |
| TEL      | TE Connectivity        |   211.96 |   252.56 |   16.08% |
| URI      | United Rentals         |   989.12 |  1179.18 |   16.12% |
| BKR      | Baker Hughes           |    59.06 |    70.41 |   16.12% |
| AES      | AES Corporation        |    14.79 |    17.65 |   16.20% |
| AXP      | American Express       |   324.69 |   387.49 |   16.21% |
| ALLE     | Allegion               |   153.35 |   183.11 |   16.25% |
| CME      | CME Group              |   275.54 |   329.16 |   16.29% |
| UDR      | UDR Inc.               |    35.12 |    42.00 |   16.38% |
| CMS      | CMS Energy             |    67.15 |    80.36 |   16.44% |
| DAL      | Delta Air Lines        |    79.91 |    95.68 |   16.48% |
| MOH      | Molina Healthcare      |   204.23 |   244.89 |   16.60% |
| NEE      | NextEra Energy         |    82.31 |    98.75 |   16.65% |
| JKHY     | Jack Henry & Associ... |   161.12 |   193.39 |   16.69% |
| GE       | GE Aerospace           |   323.66 |   388.84 |   16.76% |
| MKTX     | MarketAxess            |   163.00 |   195.97 |   16.82% |
| AMCR     | Amcor                  |    42.32 |    50.94 |   16.92% |
| STLD     | Steel Dynamics         |   239.79 |   288.74 |   16.95% |
| DLTR     | Dollar Tree            |   118.17 |   142.40 |   17.02% |
| GOOG     | Alphabet Inc. (Clas... |   335.45 |   404.47 |   17.06% |
| PANW     | Palo Alto Networks     |   330.65 |   398.88 |   17.11% |
| GOOGL    | Alphabet Inc. (Clas... |   338.50 |   408.61 |   17.16% |
| YUM      | Yum! Brands            |   140.87 |   170.14 |   17.20% |
| BA       | Boeing                 |   210.45 |   254.35 |   17.26% |
| SBAC     | SBA Communications     |   185.47 |   224.46 |   17.37% |
| PEG      | Public Service Ente... |    72.39 |    87.63 |   17.39% |
| COST     | Costco                 |   904.77 |  1096.50 |   17.49% |
| PWR      | Quanta Services        |   650.58 |   788.75 |   17.52% |
| SRE      | Sempra                 |    83.34 |   101.04 |   17.52% |
| DHR      | Danaher Corporation    |   200.14 |   242.80 |   17.57% |
| HAL      | Halliburton            |    35.84 |    43.59 |   17.78% |
| UNH      | UnitedHealth Group     |   379.09 |   461.62 |   17.88% |
| EXPE     | Expedia Group          |   280.83 |   342.00 |   17.89% |
| SW       | Smurfit WestRock       |    43.22 |    52.65 |   17.91% |
| META     | Meta Platforms         |   648.03 |   790.80 |   18.05% |
| MAS      | Masco                  |    68.52 |    83.64 |   18.08% |
| UPS      | United Parcel Service  |   100.28 |   122.41 |   18.08% |
| PHM      | PulteGroup             |   118.26 |   144.50 |   18.16% |
| EMN      | Eastman Chemical Co... |    68.11 |    83.47 |   18.40% |
| BXP      | BXP Inc.               |    64.70 |    79.33 |   18.44% |
| MRNA     | Moderna                |   143.97 |   176.66 |   18.50% |
| MAR      | Marriott International |   334.69 |   410.98 |   18.56% |
| HUBB     | Hubbell Incorporated   |   460.40 |   565.50 |   18.59% |
| TTWO     | Take-Two Interactive   |   215.47 |   265.94 |   18.98% |
| CBRE     | CBRE Group             |   140.51 |   174.27 |   19.37% |
| PLTR     | Palantir Technologies  |   167.23 |   207.52 |   19.41% |
| TXN      | Texas Instruments      |   268.70 |   334.03 |   19.56% |
| RL       | Ralph Lauren Corpor... |   339.09 |   421.60 |   19.57% |
| DD       | DuPont                 |   126.99 |   157.98 |   19.62% |
| COF      | Capital One            |   208.30 |   259.64 |   19.77% |
| GEV      | GE Vernova             |   957.27 |  1195.94 |   19.96% |
| EL       | Estée Lauder Compan... |    97.12 |   121.64 |   20.16% |
| TXT      | Textron                |    81.00 |   101.57 |   20.25% |
| DOV      | Dover Corporation      |   189.05 |   237.54 |   20.41% |
| PEP      | PepsiCo                |   136.32 |   171.48 |   20.50% |
| WY       | Weyerhaeuser           |    22.06 |    27.75 |   20.50% |
| BAX      | Baxter International   |    23.80 |    30.00 |   20.67% |
| WMT      | Walmart                |   107.15 |   135.16 |   20.72% |
| EQT      | EQT Corporation        |    54.07 |    68.24 |   20.76% |
| AON      | Aon                    |   302.69 |   382.34 |   20.83% |
| UAL      | United Airlines Hol... |   109.82 |   138.77 |   20.86% |
| PPG      | PPG Industries         |   105.50 |   133.43 |   20.93% |
| ORLY     | O'Reilly Auto Parts    |    85.82 |   108.72 |   21.06% |
| DG       | Dollar General         |   124.58 |   158.23 |   21.27% |
| SPGI     | S&P Global             |   410.71 |   522.47 |   21.39% |
| F        | Ford Motor Company     |    13.97 |    17.78 |   21.43% |
| STE      | Steris                 |   210.76 |   269.44 |   21.78% |
| TDG      | TransDigm Group        |  1140.32 |  1463.03 |   22.06% |
| TER      | Teradyne               |   379.72 |   487.91 |   22.17% |
| HON      | Honeywell              |   202.36 |   260.28 |   22.25% |
| MU       | Micron Technology      |   975.26 |  1255.00 |   22.29% |
| DHI      | D. R. Horton           |   137.89 |   177.58 |   22.35% |
| HRL      | Hormel Foods           |    20.57 |    26.60 |   22.67% |
| MGM      | MGM Resorts            |    39.89 |    51.59 |   22.68% |
| BKNG     | Booking Holdings       |   173.92 |   225.00 |   22.70% |
| KMB      | Kimberly-Clark         |    98.15 |   127.78 |   23.19% |
| HCA      | HCA Healthcare         |   426.94 |   556.52 |   23.28% |
| CMCSA    | Comcast                |    25.20 |    32.86 |   23.31% |
| AJG      | Arthur J. Gallagher... |   240.32 |   313.55 |   23.36% |
| RMD      | ResMed                 |   218.27 |   284.87 |   23.38% |
| ULTA     | Ulta Beauty            |   546.78 |   714.97 |   23.52% |
| KR       | Kroger                 |    58.49 |    76.58 |   23.62% |
| VMC      | Vulcan Materials Co... |   252.74 |   331.09 |   23.66% |
| CAT      | Caterpillar Inc.       |   818.57 |  1073.46 |   23.74% |
| TSN      | Tyson Foods            |    52.98 |    69.48 |   23.75% |
| LYB      | LyondellBasell         |    63.69 |    83.94 |   24.12% |
| LMT      | Lockheed Martin        |   524.19 |   692.00 |   24.25% |
| CBOE     | Cboe Global Markets    |   281.04 |   371.18 |   24.28% |
| CMI      | Cummins                |   556.75 |   737.76 |   24.54% |
| ALGN     | Align Technology       |   150.82 |   200.44 |   24.76% |
| CCI      | Crown Castle           |    75.62 |   100.50 |   24.76% |
| CARR     | Carrier Global         |    57.46 |    76.76 |   25.14% |
| VICI     | Vici Properties        |    24.83 |    33.24 |   25.30% |
| TMUS     | T-Mobile US            |   182.33 |   244.24 |   25.35% |
| ROP      | Roper Technologies     |   388.52 |   521.28 |   25.47% |
| JBL      | Jabil                  |   318.08 |   428.93 |   25.84% |
| ABT      | Abbott Laboratories    |   101.95 |   137.49 |   25.85% |
| TJX      | TJX Companies          |   126.02 |   170.00 |   25.87% |
| HWM      | Howmet Aerospace       |   229.61 |   310.00 |   25.93% |
| MCD      | McDonald's             |   252.53 |   341.75 |   26.11% |
| SNPS     | Synopsys               |   397.38 |   539.48 |   26.34% |
| DVA      | DaVita                 |   181.55 |   247.49 |   26.64% |
| TSLA     | Tesla Inc.             |   365.44 |   498.83 |   26.74% |
| IBM      | IBM                    |   243.29 |   332.46 |   26.82% |
| AVGO     | Broadcom               |   361.99 |   495.00 |   26.87% |
| OTIS     | Otis Worldwide         |    69.10 |    94.56 |   26.93% |
| RCL      | Royal Caribbean Group  |   260.14 |   356.39 |   27.01% |
| CHRW     | C.H. Robinson          |   152.78 |   210.33 |   27.36% |
| STZ      | Constellation Brands   |   122.45 |   168.60 |   27.37% |
| NVR      | NVR Inc.               |  6160.76 |  8489.85 |   27.43% |
| STX      | Seagate Technology     |   830.17 |  1145.00 |   27.50% |
| HSY      | Hershey Company (The)  |   173.32 |   239.48 |   27.63% |
| HD       | Home Depot (The)       |   308.74 |   426.75 |   27.65% |
| INTC     | Intel                  |   102.94 |   142.35 |   27.69% |
| IR       | Ingersoll Rand         |    72.93 |   100.96 |   27.76% |
| PCG      | PG&E Corporation       |    13.80 |    19.16 |   27.97% |
| MPWR     | Monolithic Power Sy... |  1234.46 |  1714.09 |   27.98% |
| TPR      | Tapestry Inc.          |   118.49 |   164.80 |   28.10% |
| CAG      | Conagra Brands         |    14.60 |    20.32 |   28.15% |
| MLM      | Martin Marietta Mat... |   509.96 |   710.97 |   28.27% |
| ERIE     | Erie Indemnity         |   245.03 |   341.71 |   28.29% |
| LW       | Lamb Weston            |    47.85 |    67.07 |   28.66% |
| ODFL     | Old Dominion           |   179.79 |   252.03 |   28.66% |
| GEHC     | GE HealthCare          |    63.93 |    89.77 |   28.78% |
| LUV      | Southwest Airlines     |    39.24 |    55.11 |   28.80% |
| TAP      | Molson Coors Bevera... |    38.93 |    54.82 |   28.99% |
| UHS      | Universal Health Se... |   174.83 |   246.33 |   29.03% |
| MKC      | McCormick & Company    |    51.32 |    72.41 |   29.13% |
| UBER     | Uber                   |    71.67 |   101.99 |   29.73% |
| SYK      | Stryker Corporation    |   275.56 |   392.55 |   29.80% |
| AOS      | A. O. Smith            |    57.39 |    81.87 |   29.90% |
| MCHP     | Microchip Technology   |    74.20 |   105.91 |   29.94% |
| QCOM     | Qualcomm               |   181.97 |   259.92 |   29.99% |
| FDS      | FactSet                |   259.71 |   370.98 |   29.99% |
| GIS      | General Mills          |    35.85 |    51.33 |   30.16% |
| NXPI     | NXP Semiconductors     |   236.62 |   339.95 |   30.40% |
| CDNS     | Cadence Design Systems |   289.37 |   416.69 |   30.56% |
| XYL      | Xylem Inc.             |   106.96 |   154.27 |   30.67% |
